Name,NOC,Year,Number of Sports Athlete Plays,Number of Events Athlete Competes In,Number of Games Athlete Competed In,Won_Gold_True,Won_Silver_True,Won_Bronze_True,Athlete's Gold Medals,Athlete's Silver Medals,Athlete's Bronze Medals,Male_True
Btissam Lakhouad,MAR,2008,1,1,2,0,0,0,0,0,0,0
Btissam Lakhouad,MAR,2012,1,1,2,0,0,0,0,0,0,0
Nadeeka Liyanage,SRI,2008,1,1,1,0,0,0,0,0,0,0
Gyngyvr Lakos,HUN,2000,1,2,1,0,0,0,0,0,0,0
Anthresh Lakra,IND,2008,1,1,1,0,0,0,0,0,0,1
Birendra Lakra,IND,2012,1,2,2,0,0,0,0,0,1,1
Sunita Lakra,IND,2016,1,1,1,0,0,0,0,0,0,0
Ivo Lakus,LAT,2000,1,2,2,0,0,0,0,0,0,1
Ivo Lakus,LAT,2008,1,2,2,0,0,0,0,0,0,1
Boaz Lalang,KEN,2008,1,1,1,0,0,0,0,0,0,1
Pauga Lalau,SAM,2000,1,1,1,0,0,0,0,0,0,1
Eleei Lalio,ASA,2004,1,1,1,0,0,0,0,0,0,1
Alexandros Laliotis,GRE,2004,1,1,1,0,0,0,0,0,0,1
Gennady Laliyev,KAZ,2000,1,2,3,0,0,0,0,1,0,1
Gennady Laliyev,KAZ,2004,1,2,3,0,1,0,0,1,0,1
Gennady Laliyev,KAZ,2008,1,2,3,0,0,0,0,1,0,1
Ral Lall,GUY,2012,1,1,1,0,0,0,0,0,0,1
Jade Lally,GBR,2016,1,1,1,0,0,0,0,0,0,0
Genevive Lalonde,CAN,2016,1,1,1,0,0,0,0,0,0,0
tienne Lalonde-turbide,CAN,2012,1,1,1,0,0,0,0,0,0,1
Ivet Lalova-collio,BUL,2004,1,3,5,0,0,0,0,0,0,0
Ivet Lalova-collio,BUL,2008,1,3,5,0,0,0,0,0,0,0
Ivet Lalova-collio,BUL,2012,1,3,5,0,0,0,0,0,0,0
Ivet Lalova-collio,BUL,2016,1,3,5,0,0,0,0,0,0,0
Balzs Laluska,HUN,2004,1,1,2,0,0,0,0,0,0,1
Balzs Laluska,HUN,2012,1,1,2,0,0,0,0,0,0,1
Lam Chung,HKG,2012,1,1,1,0,0,0,0,0,0,1
Lap Lam,HKG,2008,1,2,1,0,0,0,0,0,0,1
Samantha Lam,HKG,2008,1,2,1,0,0,0,0,0,0,0
Holly Lam-moores,GBR,2012,1,1,1,0,0,0,0,0,0,0
Gabriel Valenzuela,CHI,2000,1,1,2,0,0,0,0,0,0,1
Gabriel Valenzuela,CHI,2004,1,1,2,0,0,0,0,0,0,1
Whynter Lamarre,CAN,2004,1,1,1,0,0,0,0,0,0,0
Eric Lamaze,CAN,2008,1,2,3,1,0,0,1,1,1,1
Eric Lamaze,CAN,2012,1,2,3,0,0,0,1,1,1,1
Eric Lamaze,CAN,2016,1,2,3,0,0,1,1,1,1,1
Hayat Lambarki,MAR,2012,1,1,2,0,0,0,0,0,0,0
Hayat Lambarki,MAR,2016,1,1,2,0,0,0,0,0,0,0
Stephen Lambdin,USA,2016,1,1,1,0,0,0,0,0,0,1
Claire Lambe,IRL,2016,1,1,1,0,0,0,0,0,0,0
Christopher Lambert,GBR,2004,1,1,1,0,0,0,0,0,0,1
Christophe Lambert,GER,2012,1,1,1,0,0,0,0,0,0,1
Michael Lambert,USA,2000,1,1,1,0,0,0,0,0,0,1
Peter Lambert,GBR,2016,1,1,1,0,0,0,0,0,0,1
Stephen Lambert,AUS,2008,1,1,1,0,0,1,0,0,1,1
Norbert Lambing,AUT,2000,1,1,1,0,0,0,0,0,0,1
Regan Lamble,AUS,2012,1,1,2,0,0,0,0,0,0,0
Regan Lamble,AUS,2016,1,1,2,0,0,0,0,0,0,0
Lankantien Lamboni,TOG,2012,1,1,1,0,0,0,0,0,0,1
Richard Lambourne,USA,2008,1,1,2,1,0,0,1,0,0,1
Richard Lambourne,USA,2012,1,1,2,0,0,0,1,0,0,1
Santiago Groce,MEX,2000,1,2,1,0,0,0,0,0,0,1
Tracey Lambrechs,NZL,2016,1,1,1,0,0,0,0,0,0,0
Burger Lambrechts,RSA,2000,1,1,2,0,0,0,0,0,0,1
Burger Lambrechts,RSA,2004,1,1,2,0,0,0,0,0,0,1
Ayad Mouhcin,ESP,2008,1,1,2,0,0,0,0,0,0,1
Ayad Mouhcin,ESP,2012,1,1,2,0,0,0,0,0,0,1
Santiago Toba,ESP,2000,1,1,2,0,0,0,0,0,0,1
Santiago Toba,ESP,2004,1,1,2,0,0,0,0,0,0,1
Lzaro Ramrez,CUB,2000,1,7,1,0,0,0,0,0,0,1
Nasir Lamine,GHA,2004,1,1,1,0,0,0,0,0,0,1
Kim Lammers,NED,2012,1,1,1,1,0,0,1,0,0,0
Mathilde Lamolle,FRA,2016,1,3,2,0,0,0,0,0,0,0
Francesco Lamon,ITA,2016,2,3,2,0,0,0,1,0,0,1
Sophie Lamon,SUI,2000,1,2,2,0,0,0,0,1,0,0
Sophie Lamon,SUI,2008,1,2,2,0,0,0,0,1,0,0
Yevgeniya Lamonova,RUS,2008,1,2,1,0,0,0,1,0,0,0
Christopher Lamont,GBR,2012,1,1,1,0,0,0,0,0,0,1
Rnelle Lamote,FRA,2016,1,1,1,0,0,0,0,0,0,0
ve Lamoureux,CAN,2008,1,1,1,0,0,0,0,0,0,0
Leif Lampater,GER,2004,1,1,1,0,0,0,0,0,0,1
Nadir Lamyaghri,MAR,2004,1,1,1,0,0,0,0,0,0,1
Lan Xing,CHN,2012,1,1,1,0,0,0,0,0,0,1
Geovanni Mercado,MEX,2004,1,1,2,0,0,0,0,0,0,1
Geovanni Mercado,MEX,2008,1,1,2,0,0,0,0,0,0,1
Thomas Lancashire,GBR,2008,1,1,1,0,0,0,0,0,0,1
Brett Lancaster,AUS,2000,1,2,3,0,0,0,1,0,0,1
Brett Lancaster,AUS,2004,1,2,3,1,0,0,1,0,0,1
Brett Lancaster,AUS,2008,1,2,3,0,0,0,1,0,0,1
Jackie Lance,CAN,2000,1,1,2,0,0,0,0,0,0,0
Jackie Lance,CAN,2004,1,1,2,0,0,0,0,0,0,0
Gladys Hernndez,ESA,2012,1,1,1,0,0,0,0,0,0,0
Narcisa Bentez,ECU,2016,1,1,1,0,0,0,0,0,0,0
Niklas Jacobsen,DEN,2012,1,1,2,0,0,0,1,0,0,1
Niklas Jacobsen,DEN,2016,1,1,2,1,0,0,1,0,0,1
Laurisa Landre,FRA,2016,1,1,1,0,1,0,0,1,0,0
Alexandra Landry,CAN,2012,1,1,1,0,0,0,0,0,0,0
Daniel Landry,USA,2000,1,1,1,0,0,0,0,0,0,1
Ghislaine Landry,CAN,2016,1,2,2,0,0,1,0,0,1,0
Jessica Landstrm,SWE,2008,1,1,1,0,0,0,0,0,0,0
Stefano Landuzzi,ITA,2000,1,1,1,0,0,0,0,0,0,1
Ike Landvoigt,GER,2000,1,1,1,0,0,0,0,0,0,1
Megan Lane,CAN,2016,1,1,1,0,0,0,0,0,0,0
Benjamin Lang,FRA,2016,1,1,1,0,0,0,0,0,0,1
Flori Lang,SUI,2008,1,2,1,0,0,0,0,0,0,1
Kara Lang,CAN,2008,1,1,1,0,0,0,0,0,0,0
Livia Lang,AUT,2012,1,1,1,0,0,0,0,0,0,0
Peter Lang,DEN,2012,1,1,1,0,0,1,0,0,1,1
Ville Lng,FIN,2008,1,1,2,0,0,0,0,0,0,1
Ville Lng,FIN,2012,1,1,2,0,0,0,0,0,0,1
Haniel Langaro,BRA,2016,1,2,2,0,0,0,0,0,0,1
Nancy Langat,KEN,2004,1,1,2,0,0,0,1,0,0,0
Nancy Langat,KEN,2008,1,1,2,1,0,0,1,0,0,0
Klaus Saubidet,ARG,2016,1,1,1,0,0,0,0,0,0,1
Santiago Roberti,ARG,2000,1,1,4,0,0,0,1,0,2,1
Santiago Roberti,ARG,2004,1,1,4,0,0,1,1,0,2,1
Santiago Roberti,ARG,2008,1,1,4,0,0,1,1,0,2,1
Santiago Roberti,ARG,2016,1,1,4,1,0,0,1,0,2,1
Yago Saubidet,ARG,2016,1,1,1,0,0,0,0,0,0,1
Helen Langehanenberg,GER,2012,2,4,2,0,0,0,1,1,0,0
Anthony Langella,FRA,2004,1,1,1,0,0,0,0,0,0,1
Harold Langen,NED,2016,1,1,1,0,0,0,0,0,0,1
Kai Langerfeld,CAN,2016,1,2,2,0,0,0,0,0,0,1
Brigita Langerholc,SLO,2000,1,2,2,0,0,0,0,0,0,0
Brigita Langerholc,SLO,2008,1,2,2,0,0,0,0,0,0,0
Sebastian Langeveld,NED,2012,1,1,1,0,0,0,0,0,0,1
Margaret Langford,CAN,2000,1,1,2,0,0,0,0,0,0,0
Margaret Langford,CAN,2004,1,1,2,0,0,0,0,0,0,0
Lisa Langford-kehler,GBR,2000,1,1,1,0,0,0,0,0,0,0
Ryan Langham,AUS,2004,1,1,1,0,0,0,0,0,0,1
Tracy Langlands,GBR,2004,1,1,1,0,0,0,0,0,0,0
Andranne Langlois,CAN,2016,1,2,1,0,0,0,0,0,0,0
Denis Langlois,FRA,2000,1,1,2,0,0,0,0,0,0,1
Denis Langlois,FRA,2004,1,1,2,0,0,0,0,0,0,1
Miah-Marie Langlois,CAN,2016,1,1,1,0,0,0,0,0,0,0
Lawrence Mendoza,MEX,2008,1,1,1,0,0,0,0,0,0,1
Christopher Langridge,GBR,2016,1,1,1,0,0,1,0,0,1,1
Matthew Langridge,GBR,2004,1,2,4,0,0,0,1,1,1,1
Matthew Langridge,GBR,2008,1,2,4,0,1,0,1,1,1,1
Matthew Langridge,GBR,2012,1,2,4,0,0,1,1,1,1,1
Matthew Langridge,GBR,2016,1,2,4,1,0,0,1,1,1,1
Annika Langvad,DEN,2016,1,1,1,0,0,0,0,0,0,0
Arthur Lanigan-o'keeffe,IRL,2012,1,1,2,0,0,0,0,0,0,1
Arthur Lanigan-o'keeffe,IRL,2016,1,1,2,0,0,0,0,0,0,1
Aurimas Lankas,LTU,2016,1,1,1,0,0,1,0,0,1,1
Colleen Lanne,USA,2004,1,1,1,0,1,0,0,1,0,0
Talisa Lanoe,KEN,2016,1,1,1,0,0,0,0,0,0,0
Fatma Lanouar,TUN,2000,1,1,1,0,0,0,0,0,0,0
Delphine Lansac,FRA,2016,1,1,1,0,0,0,0,0,0,0
Jozeph Lansink,NED,2000,1,2,4,0,0,0,0,0,0,1
Jozeph Lansink,BEL,2004,1,2,4,0,0,0,0,0,0,1
Jozeph Lansink,BEL,2008,1,2,4,0,0,0,0,0,0,1
Jozeph Lansink,BEL,2012,1,2,4,0,0,0,0,0,0,1
Gabriella -debnr),HUN,2000,1,2,1,0,0,0,0,0,0,0
Monica Lanz,NED,2016,1,1,1,0,0,0,0,0,0,0
Beatrice Lanza,ITA,2004,1,1,1,0,0,0,0,0,0,0
Filippo Lanza,ITA,2016,1,1,1,0,1,0,0,1,0,1
Klaus Lanzarini,ITA,2000,1,2,1,0,0,0,0,0,0,1
Giuseppe Lanzone,USA,2008,1,2,2,0,0,0,0,0,0,1
Giuseppe Lanzone,USA,2012,1,2,2,0,0,0,0,0,0,1
Lao Jianfeng,CHN,2000,1,2,1,0,0,0,0,0,0,1
Lao Lishi,CHN,2004,1,2,1,0,1,0,1,1,0,0
Peamwilai Laopeam,THA,2016,1,1,1,0,0,0,0,0,0,0
Pensiri Laosirikul,THA,2008,1,1,1,0,0,0,0,0,0,0
Beno Lapajne,SLO,2000,1,1,2,0,0,0,0,0,0,1
Beno Lapajne,SLO,2004,1,1,2,0,0,0,0,0,0,1
Ivan Lapevi,SCG,2000,1,1,1,0,0,0,0,0,0,1
Elis Lapenmal,VAN,2008,1,1,1,0,0,0,0,0,0,0
Nicols Gmez,ECU,2004,1,1,2,0,0,0,0,0,0,1
Nicols Gmez,ECU,2008,1,1,2,0,0,0,0,0,0,1
Walter Lapeyre,FRA,2008,1,2,2,0,0,0,0,0,0,1
Walter Lapeyre,FRA,2012,1,2,2,0,0,0,0,0,0,1
Allegra Lapi,ITA,2012,1,1,1,0,0,0,0,0,0,0
Giulia Lapi,ITA,2008,1,1,2,0,0,0,0,0,0,0
Giulia Lapi,ITA,2012,1,1,2,0,0,0,0,0,0,0
Fabrice Lapierre,AUS,2008,1,1,2,0,0,0,0,0,0,1
Fabrice Lapierre,AUS,2016,1,1,2,0,0,0,0,0,0,1
Dmitry Lapikov,RUS,2008,1,1,1,0,0,1,0,0,1,1
Chay Lapin,USA,2012,1,1,1,0,0,0,0,0,0,1
Marina Lapina,AZE,2004,1,1,1,0,0,0,0,0,0,0
Svetlana Lapina,RUS,2000,1,1,1,0,0,0,0,0,0,0
Dmitry Lapkes,BLR,2000,1,2,4,0,0,0,0,0,0,1
Dmitry Lapkes,BLR,2004,1,2,4,0,0,0,0,0,0,1
Dmitry Lapkes,BLR,2008,1,2,4,0,0,0,0,0,0,1
Dmitry Lapkes,BLR,2012,1,2,4,0,0,0,0,0,0,1
Matthew Laporta,USA,2008,1,1,1,0,0,1,0,0,1,1
Cline Laporte,SEY,2004,1,1,1,0,0,0,0,0,0,0
Martin Lapo,SVK,2004,1,1,1,0,0,0,0,0,0,1
Danielle Lappage,CAN,2016,1,1,1,0,0,0,0,0,0,0
Juha Lappalainen,FIN,2000,1,1,1,0,0,0,0,0,0,1
Dimitrios Lappas,CYP,2000,1,1,1,0,0,0,0,0,0,1
Ilias Lappas,GRE,2004,1,1,1,0,0,0,0,0,0,1
Lauren Lappin,USA,2008,1,1,1,0,1,0,0,1,0,0
Yegor Lappo,BLR,2008,1,1,1,0,0,0,0,0,0,1
Nicols Laprovittola,ARG,2016,1,1,1,0,0,0,0,0,0,1
Tuau Lapua,TUV,2012,1,1,1,0,0,0,0,0,0,1
Olena Lapunova,UKR,2000,1,4,2,0,0,0,0,0,0,0
Olena Lapunova,UKR,2004,1,4,2,0,0,0,0,0,0,0
Giouli Lara,GRE,2004,1,1,2,0,1,0,0,1,0,0
Giouli Lara,GRE,2008,1,1,2,0,0,0,0,1,0,0
Modesto Arias,DOM,2004,1,1,1,0,0,0,0,0,0,1
Ernst Laraque,HAI,2000,1,1,2,0,0,0,0,0,0,1
Ernst Laraque,HAI,2004,1,1,2,0,0,0,0,0,0,1
Jos Gmez,CUB,2012,3,3,3,0,0,0,0,0,1,1
Manrique Bicet,CUB,2016,1,6,1,0,0,0,0,0,0,1
Sbastien Lareau,CAN,2000,1,2,1,0,0,0,1,0,0,1
Christian Lares,ARG,2000,1,1,1,0,0,0,0,0,0,1
Jonas Larholm,SWE,2012,1,1,1,0,1,0,0,1,0,1
Dario Lari,ITA,2004,1,1,1,0,0,0,0,0,0,1
Ian Lariba,PHI,2016,1,1,1,0,0,0,0,0,0,0
Belina Larica,ANG,2004,1,1,1,0,0,0,0,0,0,0
Irina Laricheva,RUS,2004,1,1,2,0,0,0,0,0,0,0
Irina Laricheva,RUS,2008,1,1,2,0,0,0,0,0,0,0
Jeffrey Larimer,USA,2012,1,1,1,0,0,0,0,0,0,1
Aleksandr Larin,RUS,2004,1,1,1,0,0,0,0,0,0,1
Dmitry Larionov,RUS,2008,1,1,3,0,0,1,0,0,1,1
Dmitry Larionov,RUS,2012,1,1,3,0,0,0,0,0,1,1
Dmitry Larionov,RUS,2016,1,1,3,0,0,0,0,0,1,1
Yekaterina Larionova,KAZ,2016,1,1,1,0,0,1,0,0,1,0
Anglica Delgado,MEX,2008,1,1,1,0,0,0,0,0,0,0
Larissa Maestrini,BRA,2008,1,1,3,0,0,0,0,0,1,0
Larissa Maestrini,BRA,2012,1,1,3,0,0,1,0,0,1,0
Larissa Maestrini,BRA,2016,1,1,3,0,0,0,0,0,1,0
Mitchell Larkin,AUS,2012,1,3,2,0,0,0,0,1,1,1
Mitchell Larkin,AUS,2016,1,3,2,0,0,0,0,1,1,1
Jos Larocca,ARG,2008,1,2,3,0,0,0,0,0,0,1
Jos Larocca,ARG,2012,1,2,3,0,0,0,0,0,0,1
Jos Larocca,ARG,2016,1,2,3,0,0,0,0,0,0,1
David Larose,FRA,2012,1,1,1,0,0,0,0,0,0,1
Joaqun Coddou,CHI,2000,1,1,1,0,0,0,0,0,0,1
Tamara Peraza,CUB,2000,1,1,3,0,0,0,0,0,0,0
Tamara Peraza,CUB,2004,1,1,3,0,0,0,0,0,0,0
Tamara Peraza,CUB,2008,1,1,3,0,0,0,0,0,0,0
Daniela Chirinos,VEN,2000,1,4,3,0,0,0,0,0,0,0
Daniela Chirinos,VEN,2004,1,4,3,0,0,0,0,0,0,0
Daniela Chirinos,VEN,2012,1,4,3,0,0,0,0,0,0,0
Eirik Larsen,NOR,2000,1,4,4,0,0,0,2,1,1,1
Eirik Larsen,NOR,2004,1,4,4,0,0,0,2,1,1,1
Eirik Larsen,NOR,2008,1,4,4,0,0,0,2,1,1,1
Eirik Larsen,NOR,2012,1,4,4,1,0,0,2,1,1,1
Emil Larsen,DEN,2016,1,1,1,0,0,0,0,0,0,1
Jacob Larsen,DEN,2016,2,2,1,0,1,0,0,1,0,1
Jesper Larsen,DEN,2000,1,1,1,0,0,0,0,0,0,1
Kasper Larsen,DEN,2016,1,1,1,0,0,0,0,0,0,1
Kristina Larsen,AUS,2000,1,1,1,0,0,0,0,0,0,0
Mads Larsen,DEN,2016,1,1,1,1,0,0,1,0,0,1
Mira Falch-),NOR,2012,1,1,1,0,0,0,0,0,0,0
Nicole Larsen,DEN,2016,1,1,1,0,0,0,0,0,0,0
Niklas Larsen,DEN,2016,2,3,2,0,0,1,0,1,1,1
Stine Larsen,NOR,2004,1,1,1,0,0,0,0,0,0,0
Thomas Larsen,DEN,2008,1,1,1,0,0,0,0,0,0,1
Tom Larsen,NOR,2000,1,1,1,0,0,0,0,0,0,1
Tonje Larsen,NOR,2000,1,1,2,0,0,1,1,0,1,0
Tonje Larsen,NOR,2008,1,1,2,1,0,0,1,0,1,0
Breeja Larson,USA,2012,1,2,1,0,0,0,1,0,0,0
Jordan Larson-burbach,USA,2012,1,1,2,0,1,0,0,1,1,0
Jordan Larson-burbach,USA,2016,1,1,2,0,0,1,0,1,1,0
Peter Larsson,SWE,2000,1,1,1,0,1,0,0,1,0,1
Christel Larsson,SWE,2004,1,1,1,0,0,0,0,0,0,0
Emma Larsson,SWE,2016,1,4,1,0,0,0,0,0,0,0
Gustav Larsson,SWE,2004,1,2,3,0,0,0,0,1,0,1
Gustav Larsson,SWE,2008,1,2,3,0,0,0,0,1,0,1
Gustav Larsson,SWE,2012,1,2,3,0,0,0,0,1,0,1
Johanna Larsson,SWE,2016,1,1,1,0,0,0,0,0,0,0
Karin Larsson,SWE,2000,1,2,1,0,0,0,0,0,0,0
Nathalie Larsson,SWE,2008,1,1,1,0,0,0,0,0,0,0
Sara Larsson,SWE,2000,1,1,3,0,0,0,0,0,0,0
Sara Larsson,SWE,2004,1,1,3,0,0,0,0,0,0,0
Sara Larsson,SWE,2008,1,1,3,0,0,0,0,0,0,0
Steven Larsson,GBR,2012,1,1,1,0,0,0,0,0,0,1
Tatyana Lartseva,RUS,2004,1,1,1,0,0,0,0,0,0,0
Brent Larue,SLO,2012,1,1,1,0,0,0,0,0,0,1
Anatoly Laryukov,BLR,2000,1,1,2,0,0,1,0,0,1,1
Anatoly Laryukov,BLR,2004,1,1,2,0,0,0,0,0,1,1
Begoa Fernndez,ESP,2000,1,1,1,0,0,0,0,0,0,0
Emiliano Snchez,URU,2016,1,1,1,0,0,0,0,0,0,1
Marie Lascar,MRI,2008,1,1,2,0,0,0,0,0,0,0
Marie Lascar,MRI,2012,1,1,2,0,0,0,0,0,0,0
Ehsan Lashgari,IRI,2012,1,1,1,0,0,1,0,0,1,1
El-Sayed Lashin,EGY,2000,1,3,3,0,0,0,0,0,0,1
El-Sayed Lashin,EGY,2008,1,3,3,0,0,0,0,0,0,1
El-Sayed Lashin,EGY,2012,1,3,3,0,0,0,0,0,0,1
Revaz Lashkhi,GEO,2012,1,1,1,0,1,0,0,1,0,1
Irina (-furler-),AUS,2004,1,2,1,0,0,0,0,0,1,0
Yelena Lashmanova,RUS,2012,1,1,1,1,0,0,1,0,0,0
Michal Lasko,ITA,2012,1,1,1,0,0,1,0,0,1,1
Nabil Lasmari,ALG,2008,1,1,1,0,0,0,0,0,0,1
Inna Lasovskaya,RUS,2000,1,1,1,0,0,0,0,0,0,0
James Lassche,NZL,2016,1,1,1,0,0,0,0,0,0,1
Jean Lassen,CAN,2008,1,1,1,0,0,0,0,0,0,0
Mehrullah Lassi,PAK,2004,1,1,1,0,0,0,0,0,0,1
Leila Lassouani,ALG,2000,1,2,3,0,0,0,0,0,0,0
Leila Lassouani,ALG,2004,1,2,3,0,0,0,0,0,0,0
Leila Lassouani,ALG,2008,1,2,3,0,0,0,0,0,0,0
Annie Last,GBR,2012,1,1,1,0,0,0,0,0,0,0
Yunio Hechavarra,CUB,2012,1,1,1,0,0,0,0,0,0,1
Peter Latham,NZL,2004,1,1,1,0,0,0,0,0,0,1
Rutherford Morehead,ESP,2000,1,2,1,0,0,0,0,0,0,1
Robert Lathouwers,NED,2008,1,1,2,0,0,0,0,0,0,1
Robert Lathouwers,NED,2012,1,1,2,0,0,0,0,0,0,1
Badri Latif,GER,2004,1,1,1,1,0,0,1,0,0,0
Franois Latil,VAN,2000,1,1,1,0,0,0,0,0,0,1
Vladimir Latin,EST,2008,1,1,1,0,0,0,0,0,0,1
Zhasurbek Latipov,UZB,2012,1,1,1,0,0,0,0,0,0,1
Gunta Latieva-udare,LAT,2016,1,1,1,0,0,0,0,0,0,0
Lila Latrous,ALG,2004,1,1,2,0,0,0,0,0,0,0
Lila Latrous,ALG,2008,1,1,2,0,0,0,0,0,0,0
Christophe Lattaignant,FRA,2004,1,1,1,0,0,0,0,0,0,1
Maxwell Lattimer,CAN,2016,1,2,2,0,0,0,0,0,0,1
Ralph Lattimore,NZL,2000,1,1,1,0,0,0,0,0,0,1
Akapei Latu,TGA,2004,1,1,1,0,0,0,0,0,0,1
Mikko Latvala,FIN,2008,1,1,1,0,0,0,0,0,0,1
Kimmo Latvamki,FIN,2000,1,1,2,0,0,0,0,0,0,1
Kimmo Latvamki,FIN,2004,1,1,2,0,0,0,0,0,0,1
Irina Latve,LAT,2000,1,1,1,0,0,0,0,0,0,0
Grace Latz,USA,2016,1,1,1,0,0,0,0,0,0,0
Heike (-wedekind),GER,2000,1,1,2,0,0,0,1,0,0,0
Heike (-wedekind),GER,2004,1,1,2,1,0,0,1,0,0,0
Yin Lau,HKG,2016,1,2,1,0,0,0,0,0,0,0
Lau Kin,HKG,2004,1,1,2,0,0,0,0,0,0,1
Lau Kin,HKG,2008,1,1,2,0,0,0,0,0,0,1
Lau Fei,HKG,2004,1,3,2,0,0,0,0,0,0,0
Lau Fei,HKG,2008,1,3,2,0,0,0,0,0,0,0
Claire Laubach,USA,2012,1,1,1,0,0,0,0,0,0,0
Anne (letko-),USA,2000,1,1,1,0,0,0,0,0,0,0
Simone Laudehr,GER,2008,1,1,2,0,0,1,1,0,1,0
Simone Laudehr,GER,2016,1,1,2,1,0,0,1,0,1,0
Jonathan Laugel,FRA,2016,1,1,1,0,0,0,0,0,0,1
Jim Laugesen,DEN,2000,1,1,1,0,0,0,0,0,0,1
Jack Laugher,GBR,2012,1,4,3,0,0,0,1,1,1,1
Jack Laugher,GBR,2016,1,4,3,0,1,0,1,1,1,1
Fedir Laukhin,UKR,2000,1,1,1,0,0,0,0,0,0,1
Svetlana Laukhova,RUS,2000,1,1,1,0,0,0,0,0,0,0
Jenna Laukkanen,FIN,2012,1,3,2,0,0,0,0,0,0,0
Jenna Laukkanen,FIN,2016,1,3,2,0,0,0,0,0,0,0
Noora Laukkanen,FIN,2008,1,2,2,0,0,0,0,0,0,0
Noora Laukkanen,FIN,2012,1,2,2,0,0,0,0,0,0,0
Anna Laurell-nash,SWE,2012,1,1,2,0,0,0,0,0,0,0
Anna Laurell-nash,SWE,2016,1,1,2,0,0,0,0,0,0,0
Laureano Etame-mayer,CMR,2000,1,1,1,1,0,0,1,0,0,1
Nuno Laurentino,POR,2000,1,1,1,0,0,0,0,0,0,1
Irina Lauric,ROU,2012,1,1,1,0,0,0,0,0,0,0
Thomas Laurich,AUS,2004,1,2,2,0,0,0,0,0,0,1
Thomas Laurich,AUS,2008,1,2,2,0,0,0,0,0,0,1
Romina Laurito,ITA,2012,1,1,1,0,0,1,0,0,1,0
Sarah Lauritzen,DEN,2000,1,1,2,0,0,0,0,0,0,0
Sarah Lauritzen,DEN,2004,1,1,2,0,0,0,0,0,0,0
Germn Lauro,ARG,2008,1,2,3,0,0,0,0,0,0,1
Germn Lauro,ARG,2012,1,2,3,0,0,0,0,0,0,1
Germn Lauro,ARG,2016,1,2,3,0,0,0,0,0,0,1
Mara Lauro,ARG,2004,1,1,1,0,0,0,0,0,0,0
Jacob Laursen,DEN,2016,1,1,1,0,0,0,0,0,0,1
Louise Laursen,DEN,2008,1,2,2,0,0,0,0,0,0,0
Louise Laursen,DEN,2012,1,2,2,0,0,0,0,0,0,0
Pia Laus,ITA,2000,1,1,1,0,0,0,0,0,0,0
Rudi Bobenrieth,URU,2012,1,1,1,0,0,0,0,0,0,1
Sren Lausberg,GER,2000,1,2,1,0,0,0,0,0,0,1
Niklas Laustsen,DEN,2016,1,1,1,0,0,0,0,0,0,1
Heini-Maria Lautala,FIN,2000,1,1,1,0,0,0,0,0,0,0
Andrew Lauterstein,AUS,2008,1,3,1,0,0,1,0,1,2,1
Joffrey Lauvergne,FRA,2016,1,1,1,0,0,0,0,0,0,1
Marcos Mora,VEN,2012,1,2,1,0,0,0,0,0,0,1
Russell Lavale,AUS,2000,1,2,2,0,0,0,0,0,0,1
Russell Lavale,AUS,2004,1,2,2,0,0,0,0,0,0,1
Luis Jimenez,COL,2004,1,1,1,0,0,0,0,0,0,1
Elise (-sherwell),GBR,2000,1,2,3,0,0,0,0,0,2,0
Elise (-sherwell),GBR,2004,1,2,3,0,0,1,0,0,2,0
Elise (-sherwell),GBR,2008,1,2,3,0,0,1,0,0,2,0
Tessa Lavey,AUS,2016,1,1,1,0,0,0,0,0,0,0
Ezequiel Lavezzi,ARG,2008,1,1,1,1,0,0,1,0,0,1
Karel Lavick,CZE,2012,1,1,2,0,0,0,0,0,0,1
Karel Lavick,CZE,2016,1,1,2,0,0,0,0,0,0,1
Jason Lavigilante,MRI,2012,1,1,1,0,0,0,0,0,0,1
Yannick Lavigne,FRA,2004,1,2,1,0,0,0,0,0,0,1
Renaud Lavillenie,FRA,2012,1,2,3,1,0,0,1,1,0,1
Renaud Lavillenie,FRA,2016,1,2,3,0,1,0,1,1,0,1
Claire Lavogez,FRA,2016,1,1,1,0,0,0,0,0,0,0
Anne-Sophie Lavoine,FRA,2000,1,1,1,0,0,0,0,0,0,0
Sergey Lavrenov,RUS,2000,2,2,2,0,0,0,0,0,1,1
Sergey Lavrenov,BLR,2000,2,2,2,0,0,1,0,0,1,1
Sergey Lavrenov,BLR,2004,2,2,2,0,0,0,0,0,1,1
Arsenyi Lavrentyev,POR,2008,1,1,2,0,0,0,0,0,0,1
Arsenyi Lavrentyev,POR,2012,1,1,2,0,0,0,0,0,0,1
Elena Lavric,ROU,2012,1,1,1,0,0,0,0,0,0,0
Sergey Lavrinenko,KAZ,2000,1,1,1,0,0,0,0,0,0,1
Darju Lavrinovi,LTU,2008,1,1,1,0,0,0,0,0,0,1
Kitof Lavrinovi,LTU,2004,1,1,2,0,0,0,0,0,0,1
Kitof Lavrinovi,LTU,2008,1,1,2,0,0,0,0,0,0,1
Andrey Lavrov,RUS,2000,1,1,2,1,0,0,1,0,1,1
Andrey Lavrov,RUS,2004,1,1,2,0,0,1,1,0,1,1
Igor Lavrov,RUS,2000,1,1,1,1,0,0,1,0,0,1
